query_word,candidate,cosine_similarity,rank,above_threshold,noun_class_match,note,query_english,candidate_english,wordnet_validated,wordnet_score,shared_synset,final_verdict
abaculi,abakhiqizi,0.7369,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaculi,omakhelwane,0.7327,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abaculi,abakhokheli,0.7106,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abaculi,abafundisi,0.7035,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaculi,yomakhelwane,0.7002,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaculi,abazali,0.6915,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abaculi,abavela,0.688,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaculi,abafazi,0.6868,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abaculi,umculi,0.6759,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abadingayo,abadinga,0.7858,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abadingayo,ngayo,0.6663,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abadingayo,abadingayo.,0.6601,3,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abadingayo,"abadingayo,",0.6403,4,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abadingayo,badinga,0.6026,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abadingayo,wemvelo,0.505,6,YES,YES,Moderate candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, english, primary_translation, alternative_translations, source",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abadingayo,liyadinga,0.5009,7,YES,YES,Moderate candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abadingayo,ngomphakathi,0.4773,8,YES,YES,Moderate candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abadingayo,aphuma,0.4662,9,YES,YES,Moderate candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, english, primary_translation, alternative_translations, source",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abadingayo,kadisemba,0.4584,10,YES,YES,Moderate candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abadlali,wabadlali,0.8845,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abadlali,nabadlali,0.8016,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abadlali,umbalenhle,0.7939,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abadlali,umgqugquzeli,0.7899,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abadlali,umthokozisi,0.7734,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations, source",True,1.0,english.n.03,CONFIRMED SYNONYM
abadlali,uphiwayinkosi,0.7639,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations, source",True,1.0,english.n.03,CONFIRMED SYNONYM
abadlali,abahlengikazi,0.7636,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abadlali,unomusa,0.7531,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abadlali,unkosi,0.7489,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abadlali,usnenhlanhla,0.7467,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafana,abafazi,0.8399,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abafana,obaba,0.7994,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, english, primary_translation, alternative_translations, source",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abafana,abasizi,0.7305,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abafana,abafisa,0.7098,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abafana,abazimisele,0.6815,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abafana,besikole,0.6772,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abafana,abalimi,0.67,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abafana,omama,0.6622,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, english, primary_translation, alternative_translations, source",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abafana,abavela,0.66,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
abafana,abameli,0.6583,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations, source","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,abafana,0.8399,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations, source",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,abafisa,0.7703,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,abalimi,0.7428,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,obaba,0.7405,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations, source",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,abakhokheli,0.7343,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,omakhelwane,0.7311,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,abafundile,0.7279,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,abameli,0.7239,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,nabafazi,0.7232,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafazi,abafike,0.7223,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafundi,“abafundi,0.9431,1,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abafundi,yabafundi,0.8811,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafundi,abafundile,0.8499,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafundi,"abafundi,",0.8248,4,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abafundi,nabafundi,0.8219,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafundi,kwabafundi,0.8184,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafundi,bezincwadi,0.7423,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abafundi,abafundi.,0.7349,8,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abafundi,abameli,0.7256,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abafundi,bafundi,0.7195,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abagibeli,ebinabagibeli,0.8663,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abagibeli,abagqi,0.8209,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abagibeli,abakhokheli,0.7906,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abagibeli,abakuleli,0.7533,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abagibeli,abagibeli.,0.742,5,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abagibeli,abangane,0.7333,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abagibeli,abameli,0.7302,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abagibeli,abalandeli,0.7238,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abagibeli,abaphenduli,0.7213,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abagibeli,ummeli,0.7128,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,abahamba,0.8005,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,abavela,0.687,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,bakamaskandi,0.6795,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,babantu,0.677,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,abafazi,0.6746,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,abahlengikazi,0.6681,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,abakuleli,0.6659,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,besifazane,0.6617,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,zamarandi,0.6517,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahambi,abahlobo,0.6516,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlali,zabahlali,0.8904,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlali,nabahlali,0.8213,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlali,abahlala,0.8131,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlali,ngabahlali,0.705,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlali,abahlobo,0.6975,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlali,yabahlali.,0.6879,6,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abahlali,abahlakaniphile,0.6672,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlali,abahlanu.,0.6589,8,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abahlali,abahlanu,0.6489,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlali,abakhulekeli.,0.64,10,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abahlengikazi,umhlengikazi,0.8461,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlengikazi,umlungisi,0.7849,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations, source",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlengikazi,usinokholo,0.7822,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlengikazi,unandi,0.7777,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations, source",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlengikazi,umthokozisi,0.7747,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations, source",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlengikazi,omakhelwane,0.7693,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlengikazi,abahle,0.7677,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlengikazi,umgqugquzeli,0.7665,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlengikazi,abadlali,0.7636,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abahlengikazi,unkosi,0.7609,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,nabaholi,0.8209,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,kwabaholi,0.8038,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,abakhulumi,0.7782,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,abafundisi,0.7719,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,abashayeli,0.7333,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,abashayimthetho,0.732,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,abafundile,0.7128,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,obaba,0.7126,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations, source",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,bekhaya,0.6919,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abaholi,abaphathi,0.6871,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,abalimi,0.8183,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,omakhelwane,0.7998,2,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,abagibeli,0.7906,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,abakhosi,0.7876,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,abavikeli,0.7831,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,abakuleli,0.7726,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,abalandeli,0.77,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,abalima,0.7626,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,abakhonzi,0.76,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhokheli,abakhulekeli,0.7577,10,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhulekeli,nabakhulekeli,0.958,1,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhulekeli,abakhulekeli.,0.8758,2,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
abakhulekeli,abalimi,0.8463,3,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhulekeli,abanumzane,0.7835,4,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhulekeli,abakhokheli,0.7577,5,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhulekeli,abameli,0.7485,6,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhulekeli,bezomthetho,0.7375,7,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhulekeli,abakhosi,0.7345,8,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhulekeli,umkhuleko,0.7127,9,YES,YES,Strong candidate,"zulu, english, primary_translation, alternative_translations","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,english.n.03,CONFIRMED SYNONYM
abakhulekeli,"bezomthetho,",0.7039,10,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
